P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,P_TYPE_TEMP,S_NAME,S_TYPE_TEMP,S_RA,S_DEC,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_SNOW_LINE,S_ABIO_ZONE,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-1157 b,1.32,1.09,4.4574316,1.1110176,1.0192822,0.0448,105.30378,816.0386,921.58737,Terran,Hot,Kepler-1157,K,283.12093,43.52557,14.603,4679,0.76,0.71,0.05,0.2113489,0.36518971,0.89495137,0.4625689,0.84849285,1.2412629,0.28022347,0,0,0,0.30552888
Kepler-116 b,11.6,3.42,5.968734,0.99175815,0.28998776,0.069,553.7348,1235.7345,,Neptunian,Hot,Kepler-116,F,294.74206,43.536784,13.744,6142,1.21,1.45,0.04,2.6363314,1.1918346,2.7840321,1.509591,2.6395159,4.3839315,4.0401641,0,0,0,0.19608118
Kepler-1160 b,5.22,2.14,7.9703496,1.1398375,0.53263436,0.0755,79.635387,760.98524,859.41325,Superterran,Hot,Kepler-1160,G,287.87939,43.364075,16.006,5519,0.92,0.89,0.01,0.45394162,0.51340301,1.2186248,0.65029306,1.1553668,1.8191301,1.26445,0,0,0,0.2641944
Kepler-101 c,3.78,1.25,6.02976,2.4192,1.93536,0.0684,562.19606,1240.4283,1400.8688,Terran,Hot,Kepler-101,G,283.25551,48.355247,13.7,5667,1.17,1.56,0.33,2.630268,1.2252014,2.895372,1.5518742,2.7450757,4.3788873,1.7665522,0,0,0,0.2910374
Kepler-1011 b,8.6,2.87,5.753222,1.0440821,0.36379168,0.0633,105.00079,815.45097,,Neptunian,Hot,Kepler-1011,G,297.40155,46.823998,15.294,5416,0.91,0.88,0.08,0.42072663,0.49715922,1.183961,0.62971979,1.1225023,1.751313,1.0555271,0,0,0,0.22666093
Kepler-1014 b,6.3,2.39,16.571104,1.1029219,0.46147358,0.121,31.436143,603.19402,681.21286,Superterran,Hot,Kepler-1014,G,285.12199,44.110533,14.866,5388,0.88,0.84,-0.06,0.46025657,0.52080256,1.2414168,0.65966774,1.1769756,1.8317397,0.9947757,0,0,0,0.27591201
Kepler-1016 c,13.1,3.68,105.65514,0.96733223,0.26286202,0.4389,6.9066721,412.96849,,Neptunian,Hot,Kepler-1016,G,294.61369,45.984626,15.531,5821,0.99,1,-0.03,1.3304544,0.86338661,2.0318217,1.0935849,1.9263517,3.1143238,2.1769331,0,0,0,0.33441386
Kepler-1029 b,2.13,1.26,4.4176965,1.3416478,1.0647998,0.047,108.59361,822.3388,928.70245,Terran,Hot,Kepler-1029,K,292.13287,41.547479,14.434,5030,0.82,0.77,0.01,0.23988329,0.38307394,0.92508336,0.48521942,0.87706208,1.3224028,0.52528137,0,0,0,0.30104732
Kepler-1031 b,0.59,0.87,1.2262173,0.77949531,0.89597162,0.0218,3112.3398,1902.705,2148.8063,Terran,Hot,Kepler-1031,F,296.08988,48.955412,13.877,6011,1.09,1.12,0.03,1.4791084,0.89988654,2.107999,1.1398105,1.9985749,3.2837022,3.115573,0,0,0,0.29163977
Kepler-1155 b,4.78,2.03,33.469743,1.1599408,0.5713994,0.2006,27.690968,584.36507,659.94852,Superterran,Hot,Kepler-1155,G,288.82061,39.522871,14.799,5842,1.03,1.03,0.04,1.1142945,0.78913968,1.8560952,0.99954147,1.759747,2.8501241,2.2869021,0,0,0,0.29964379
Kepler-1206 b,3.33,1.64,1.2169977,1.2381023,0.75494044,0.0201,593.75583,1257.4817,1420.128,Superterran,Hot,Kepler-1206,K,295.93837,49.791134,15.971,4877,0.8,0.75,0.07,0.23988329,0.38581745,0.93749311,0.48869579,0.88882711,1.3224028,0.40055423,0,0,0,0.27472235
Kepler-1208 b,5.99,2.32,11.085076,1.1128864,0.47969243,0.0901,34.478663,617.28726,697.12896,Superterran,Hot,Kepler-1208,K,291.88124,44.555759,16.256,5001,0.8,0.76,-0.03,0.27989813,0.41437015,1.0018076,0.52486094,0.94980343,1.4284458,0.49565553,0,0,0,0.27594474
Kepler-1223 b,1.98,1.22,16.301259,1.3302876,1.0903996,0.1186,20.456467,541.76053,611.83339,Terran,Hot,Kepler-1223,K,285.29565,44.552754,14.911,4870,0.8,0.75,0.04,0.28773984,0.42268594,1.0273788,0.53539532,0.97404677,1.4483175,0.39576602,0,0,0,0.3549864
Kepler-1224 b,2.33,1.33,13.323516,1.3172028,0.99037803,0.1165,144.6599,883.45971,997.72891,Terran,Hot,Kepler-1224,F,286.62576,37.537313,12.926,6155,1.18,1.22,0.14,1.9633603,1.0277138,2.4000239,1.3017133,2.2754412,3.7832389,4.0969823,0,0,0,0.29544816
Kepler-1398 c,1.08,1.03,4.1382759,1.0180036,0.98835299,0.051,788.60522,1349.9405,1524.5456,Terran,Hot,Kepler-1398,F,294.86611,48.638992,13.752,6126,1.13,1.18,0.01,2.0511622,1.0522996,2.4588989,1.3328551,2.33126,3.8669073,3.8420128,0,0,0,0.29460686
Kepler-1402 b,0.363,0.76,2.0338791,0.6284626,0.82692448,0.0322,2705.7537,1837.2649,2074.902,Subterran,Hot,Kepler-1402,G,291.84783,48.968166,14.78,5416,0.9,0.87,0.03,2.8054336,1.2837945,3.0572954,1.6261003,2.898593,4.5223458,1.0516464,0,0,0,0.28686685
Kepler-1405 b,14.9,3.96,28.227418,0.95015815,0.23993893,0.1778,33.276412,611.83432,,Neptunian,Hot,Kepler-1405,G,295.68488,39.256127,16.028,5925,1.05,1.07,0.03,1.0519619,0.762896,1.7906851,0.96629842,1.6977324,2.7692602,2.6543573,0,0,0,0.21169622
Kepler-1408 b,0.64,0.89,2.9979319,0.80797879,0.90784134,0.0425,2100.0138,1724.4684,1947.5161,Terran,Hot,Kepler-1408,F,282.69988,45.425788,12.124,6170,1.21,1.35,0,3.7931498,1.4271702,3.3318705,1.8076683,3.1589167,5.2585228,4.2392625,0,0,0,0.2923686
Kepler-1053 b,0.904,0.98,2.4143516,0.94127447,0.96048415,0.0315,128.34498,857.42162,968.32299,Terran,Hot,Kepler-1053,K,291.41863,39.127366,13.576,4529,0.74,0.69,0.1,0.12735031,0.28508639,0.70339653,0.36110624,0.66688126,0.96352672,0.21464767,0,0,0,0.30379025
Kepler-1228 b,2.99,1.54,0.57736958,1.2607522,0.81867028,0.0125,1783.1175,1655.3686,1869.4787,Terran,Hot,Kepler-1228,K,296.55276,46.966195,15.061,5063,0.78,0.74,-0.18,0.27861212,0.41217639,0.99408173,0.5220816,0.94247883,1.4251605,0.54673155,0,0,0,0.27786521
Kepler-1242 b,5.73,2.26,13.627984,1.1218576,0.49639718,0.1039,28.233772,587.20796,663.15912,Superterran,Hot,Kepler-1242,K,284.60622,41.196344,15.714,4895,0.77,0.74,-0.05,0.3047895,0.43454016,1.0550961,0.55041026,1.0003253,1.4906091,0.40790437,0,0,0,0.28682505
Kepler-1245 b,2.67,1.44,4.354093,1.2876157,0.8941776,0.0484,165.69495,913.95966,1032.1738,Terran,Hot,Kepler-1245,G,290.74431,43.260753,15.582,5306,0.86,0.83,-0.01,0.38815037,0.48042417,1.1483707,0.60852419,1.0887593,1.6821463,0.85746306,0,0,0,0.28983589
Kepler-1248 b,1.76,1.18,7.4672541,1.2640046,1.0711903,0.0806,290.62296,1051.7976,1187.8401,Terran,Hot,Kepler-1248,F,288.05922,51.354456,12.9,6149,1.21,1.21,0.24,1.8879913,1.0081632,2.3546539,1.2769505,2.2324263,3.7099133,4.0890445,0,0,0,0.29531984
Kepler-1249 b,6.26,2.38,24.334713,1.1051479,0.46434787,0.167,96.065414,797.5198,900.67329,Superterran,Hot,Kepler-1249,F,296.89485,44.371743,15.391,6202,1.19,1.28,0.06,2.6791683,1.1971026,2.7929899,1.5162609,2.6480089,4.4194046,4.4540315,0,0,0,0.24969638
Kepler-1250 b,4.35,1.92,2.6075438,1.180013,0.61459012,0.0393,1426.3132,1565.5013,1767.9877,Superterran,Hot,Kepler-1250,G,287.79382,45.980249,15.693,5717,0.99,0.98,0.04,2.2029265,1.117937,2.6381823,1.4160081,2.5012366,4.0074099,1.8207437,0,0,0,0.25957188
Kepler-1308 b,0.0933,0.52,2.1043381,0.34504438,0.66354688,0.025,50.248139,678.23423,,Miniterran,Hot,Kepler-1308,M,285.92875,38.52071,16.4,3468,0.35,0.34,-0.13,0.031405087,0.14500112,0.37687307,0.18366467,0.35730253,0.47847997,0.027021356,0,0,0,0.28473978
Kepler-1317 b,3.05,1.56,0.56887443,1.2532873,0.8033893,0.0128,2352.7732,1774.1679,2003.6439,Terran,Hot,Kepler-1317,K,291.61188,42.115979,15.083,5144,0.83,0.79,-0.01,0.38547836,0.48286089,1.160968,0.61161284,1.1007023,1.6763464,0.64151112,0,0,0,0.27675977
Kepler-1318 b,9.85,3.11,213.25766,1.0183931,0.32745759,0.6085,0.50289676,214.52081,,Neptunian,Warm,Kepler-1318,K,290.37632,41.150793,15.531,4598,0.73,0.7,-0.01,0.18620871,0.34385732,0.84573473,0.43554852,0.8018307,1.1651015,0.24056847,1,1,0,0.56816352
Kepler-1072 b,3.12,1.58,1.5690665,1.2497997,0.79101248,0.0269,3202.5465,1916.3444,2164.2099,Terran,Hot,Kepler-1072,F,292.04439,46.328972,13.972,6199,1.2,1.32,0.07,2.3173946,1.1135518,2.5982077,1.410435,2.4633376,4.1102077,4.443512,0,0,0,0.27567633
Kepler-108 c,50.9,8.18,190.32349,0.76069607,0.09299463,0.7215768,9.805668,450.64923,,Jovian,Hot,Kepler-108,G,294.55899,46.062395,12.657,5854,1.25,2.19,0.326,5.0933087,1.6859252,3.9641719,2.1354288,3.7583955,6.0934572,2.4901485,0,0,0,0.20130834
Kepler-1252 b,3.43,1.67,15.054033,1.2298756,0.73645244,0.1078,63.791451,719.9301,813.04792,Superterran,Hot,Kepler-1252,G,298.95036,46.692844,14.743,5949,1.06,1.09,0.03,0.74131024,0.63948511,1.5001537,0.80998333,1.4222822,2.3246831,2.7748429,0,0,0,0.29212101
Kepler-1253 b,2.33,1.33,68.886191,1.3172028,0.99037803,0.3133,22.546504,555.09781,626.89575,Terran,Hot,Kepler-1253,G,283.88522,47.637151,12.588,5850,0.97,1.1,-0.14,2.2130947,1.1115872,2.6139763,1.4079602,2.4782873,4.0166479,2.2726262,0,0,0,0.34524921
Kepler-1255 b,5.99,2.32,36.291934,1.1128864,0.47969243,0.2226,40.921324,644.29851,727.63393,Superterran,Hot,Kepler-1255,F,295.23926,42.726484,15.308,6018,1.08,1.12,0.02,2.0276827,1.0531789,2.4666996,1.3339727,2.3386557,3.8447116,3.1435944,0,0,0,0.2702955
Kepler-1256 b,2.83,1.49,12.412775,1.2747174,0.855515,0.1063,237.10105,999.61572,1128.9089,Terran,Hot,Kepler-1256,F,291.47424,44.683412,13.685,6129,1.17,1.36,0.05,2.6791683,1.2024306,2.8095341,1.5230125,2.6636941,4.4194046,3.9069061,0,0,0,0.28515872
Kepler-1325 b,8.55,2.86,33.878684,1.0452834,0.3654837,0.2004,18.205582,526.20001,,Neptunian,Hot,Kepler-1325,G,285.01715,42.085312,15.311,5550,0.93,0.91,0.01,0.73113908,0.65040253,1.5423361,0.82382047,1.4622746,2.3086801,1.3384322,0,0,0,0.28070669
Kepler-136 c,4.62,1.99,16.399235,1.1666372,0.58624985,0.133,165.69016,913.95306,1032.1664,Superterran,Hot,Kepler-136,F,296.4673,42.598798,11.822,6165,1.2,1.35,0,2.9308932,1.2548964,2.9299737,1.5894647,2.7778819,4.62236,4.1913927,0,0,0,0.26319034
Kepler-1344 b,4.04,1.84,4.7683049,1.1932892,0.64852675,0.0568,433.81377,1162.5872,1312.9596,Superterran,Hot,Kepler-1344,G,287.08628,46.9458,14.192,5981,1.09,1.13,0.06,1.3995873,0.87696639,2.0557173,1.1107804,1.949007,3.1942122,2.9590642,0,0,0,0.26573015
Kepler-1349 b,0.271,0.7,2.1282393,0.55306122,0.79008746,0.0341,1894.4853,1680.6316,1898.0093,Subterran,Hot,Kepler-1349,F,286.33856,48.74427,11.209,6086,1.16,1.28,0.03,2.2029265,1.0931987,2.5566174,1.3846598,2.4239061,4.0074099,3.6183225,0,0,0,0.28270206
Kepler-1114 b,2.39,1.35,14.974357,1.3113855,0.97139664,0.1102,41.94081,648.27446,732.12413,Terran,Hot,Kepler-1114,G,299.23705,45.834778,13.935,5374,0.87,0.83,-0.08,0.50933087,0.54828939,1.3075487,0.69448382,1.2396746,1.9269204,0.96744223,0,0,0,0.3176512
Kepler-112 b,6.17,2.36,8.408878,1.1077995,0.46940656,0.076,142.02762,879.41306,993.15887,Superterran,Hot,Kepler-112,G,296.98114,43.209702,13.927,5544,0.78,0.84,-0.522,0.82035154,0.68918033,1.6345921,0.8729378,1.5497416,2.445478,1.2492716,0,0,0,0.246322
Kepler-1121 b,4.31,1.91,13.151411,1.1814369,0.61855336,0.1187,211.88419,971.90619,1097.6153,Superterran,Hot,Kepler-1121,F,297.78655,47.886154,12.144,6231,1.29,1.59,0.12,2.9853826,1.2614437,2.9414631,1.5977547,2.788775,4.6651301,4.8091865,0,0,0,0.265463
Kepler-1156 b,2.3,1.32,11.895205,1.3200184,1.0000139,0.0994,86.542061,776.97406,877.4701,Terran,Hot,Kepler-1156,G,288.92409,46.057586,14.262,5778,1,1,0.02,0.85506671,0.6939541,1.6349343,0.87897888,1.5500663,2.4966851,2.0286959,0,0,0,0.30219825
Kepler-1286 b,5.27,2.15,11.254029,1.1400757,0.53026778,0.0991,136.7265,871.08971,983.75894,Superterran,Hot,Kepler-1286,G,280.25837,43.835743,15.278,5753,1,0.98,0.03,1.342765,0.87092851,2.0532551,1.1031397,1.9466725,3.1286989,1.9434081,0,0,0,0.25688133
Kepler-1288 b,1.46,1.12,2.7612242,1.1639031,1.0391992,0.0435,1059.3061,1453.2994,1641.2733,Terran,Hot,Kepler-1288,F,285.7135,41.60588,13.199,6132,1.2,1.29,0.14,2.004472,1.0398737,2.4295621,1.317116,2.3034461,3.8226432,3.9603763,0,0,0,0.293093
Kepler-1127 b,4.5,1.96,5.1233035,1.1713869,0.59764639,0.0556,178.1765,930.70557,1051.0857,Superterran,Hot,Kepler-1127,G,293.21736,42.720585,15.162,5664,0.97,0.95,0.04,0.5508077,0.56076975,1.3253135,0.7102866,1.2565176,2.0038433,1.6510114,0,0,0,0.26413776
Kepler-1128 b,12.9,3.65,61.617817,0.96828673,0.26528404,0.302,6.9821008,414.09143,,Neptunian,Hot,Kepler-1128,G,293.06331,39.403405,15.934,5543,0.94,0.91,0.04,0.63679552,0.60723663,1.4402829,0.76914532,1.3655189,2.1545857,1.3271556,0,0,0,0.3342535
Kepler-1129 c,7.9,2.73,76.536959,1.0599901,0.38827475,0.3528,7.5499286,422.26533,,Neptunian,Hot,Kepler-1129,G,291.6045,41.309328,15.661,5831,1,1,-0.04,0.93972331,0.72517506,1.706127,0.91852277,1.6175635,2.6173618,2.2220877,0,0,0,0.36675624
Kepler-1789 b,8.4,2.831,80.231903,1.0480923,0.37021983,0.3543,4.6801276,374.68312,,Neptunian,Hot,Kepler-1789,G,282.86314,41.796633,14.449,5436,0.92,0.89,0.12,0.58748935,0.58682446,1.396581,0.74329263,1.3240853,2.0694921,1.0964123,0,0,0,0.43070315
Kepler-1993 b,16.1,4.15,26.656574,0.93482363,0.22525871,0.1943,158.87457,904.40574,,Neptunian,Hot,Kepler-1993,K,293.79685,45.160726,13.451,5159,1.37,3.06,-0.04,5.9979108,1.9032211,4.5734531,2.4107027,4.3360458,6.6124708,0.77793525,0,0,0,0.17864345
Kepler-1997 b,5.82,2.28,26.757587,1.1195753,0.49104178,0.1815,41.138338,645.15103,728.59671,Superterran,Hot,Kepler-1997,F,297.48083,46.589137,15.454,6215,1.11,1.05,-0.06,1.3551894,0.85072438,1.9843463,1.0775348,1.8813411,3.1431403,4.4501859,0,0,0,0.27212036
Kepler-2000 b,7.9,2.73,6.3831591,1.0599901,0.38827475,0.0562,28.023822,586.11327,,Neptunian,Hot,Kepler-2000,M,285.5743,49.962122,15.642,3757,0.58,0.58,0.48,0.088511561,0.24243397,0.62111784,0.30707926,0.58886783,0.8032741,0.052535783,0,0,0,0.26445684
Kepler-1818 b,3.58,1.714,4.6449099,1.2186006,0.71096885,0.055,602.94073,1262.3168,1425.5885,Superterran,Hot,Kepler-1818,F,284.32849,40.568874,14.514,6047,1.02,1.13,-0.08,1.8238957,0.99708717,2.3338184,1.2629251,2.2126722,3.6463954,3.2418238,0,0,0,0.27109705
Kepler-1821 b,7.24,2.592,16.458099,1.0776273,0.41575126,0.1244,48.569009,672.49571,,Neptunian,Hot,Kepler-1821,G,294.52546,49.872484,14.795,5475,0.95,0.88,0.14,0.75162289,0.66229337,1.574212,0.83888341,1.4924957,2.3407971,1.1849983,0,0,0,0.25254937
Kepler-1132 b,6.12,2.35,62.891623,1.1081938,0.47157181,0.2881,5.0456077,381.7931,431.17532,Superterran,Hot,Kepler-1132,K,286.36752,48.423891,15.818,5298,0.87,0.83,-0.01,0.41879357,0.49924363,1.1936879,0.63236177,1.131724,1.7472851,0.84902421,0,0,0,0.44764116
Kepler-1272 b,6.21,2.37,51.13097,1.1055921,0.46649454,0.2705,32.038005,606.06063,684.45025,Superterran,Hot,Kepler-1272,G,285.21976,38.805839,14.734,5926,1.06,1.09,0.06,2.3442288,1.1387776,2.6728978,1.442397,2.5341502,4.1339361,2.6673358,0,0,0,0.27617091
Kepler-1346 b,3.12,1.58,3.4016567,1.2497997,0.79101248,0.044,507.10121,1208.8527,1365.2091,Terran,Hot,Kepler-1346,F,291.84134,45.179185,14.625,6133,1.14,1.21,0.04,0.98174794,0.72770295,1.700171,0.9217169,1.6119169,2.6752463,3.8999327,0,0,0,0.27796093
Kepler-1347 b,1.08,1.03,14.009475,1.0180036,0.98835299,0.104,37.838449,631.80497,713.52444,Terran,Hot,Kepler-1347,K,299.65959,40.843853,13.557,5193,0.82,0.79,-0.11,0.40926066,0.49628078,1.1910694,0.6286104,1.1292413,1.7272841,0.69503908,0,0,0,0.32922455
Kepler-1350 b,6.9,2.52,4.4968604,1.0865457,0.43116894,0.0413,30.556239,598.92809,,Neptunian,Hot,Kepler-1350,M,288.25061,46.679485,16.577,3827,0.55,0.53,-0.06,0.052119471,0.18580875,0.47437827,0.23535513,0.44974795,0.61640161,0.058209656,0,0,0,0.27071063
Kepler-1454 b,4.19,1.88,47.031948,1.1854912,0.63058041,0.2447,9.2839344,444.66477,502.17899,Superterran,Hot,Kepler-1454,G,284.22333,48.831723,15.009,5448,0.9,0.86,-0.02,0.55590426,0.57044601,1.357074,0.7225469,1.2866291,2.0130927,1.1110805,0,0,0,0.39080803
Kepler-1458 b,8.05,2.76,47.987276,1.0567633,0.38288525,0.2495,9.2439779,444.18556,,Neptunian,Hot,Kepler-1458,G,283.2116,41.038013,14.434,5653,0.96,0.94,0.02,0.57543994,0.57354418,1.3559316,0.72646727,1.2855463,2.0481595,1.614517,0,0,0,0.34168865
Kepler-146 b,13.3,3.71,31.158799,0.96628185,0.26045333,0.2,35.151188,620.27562,,Neptunian,Hot,Kepler-146,G,294.11076,38.710222,13.921,5948,1.1,1.21,-0.026,1.4060475,0.88075863,2.0662006,1.1155847,1.9589462,3.2015756,2.8044943,0,0,0,0.21786619
Kepler-1134 b,7.46,2.64,17.13264,1.0703627,0.40544042,0.1242,25.98704,575.16031,,Neptunian,Hot,Kepler-1134,K,295.56786,42.478106,16.233,5281,0.84,0.81,-0.1,0.40086672,0.48888833,1.1696248,0.61924558,1.1089101,1.709479,0.81499714,0,0,0,0.27189708
Kepler-1138 b,3.53,1.7,3.1706001,1.2214533,0.71850193,0.0415,269.7142,1032.3469,1165.8736,Superterran,Hot,Kepler-1138,G,285.89932,48.307285,15.885,5582,0.95,0.92,0.04,0.46451528,0.51745839,1.2258905,0.65542866,1.1622555,1.8401947,1.4241389,0,0,0,0.2745711
Kepler-1144 b,4.62,1.99,17.146473,1.1666372,0.58624985,0.1291,68.25705,732.21157,826.91791,Superterran,Hot,Kepler-1144,G,290.04329,47.257886,14.943,5753,0.98,0.96,-0.03,1.1376273,0.80164578,1.8899178,1.0153844,1.7918139,2.8798095,1.9303647,0,0,0,0.27449752
Kepler-1180 b,4.62,1.99,16.860129,1.1666372,0.58624985,0.1246,168.25343,917.4675,1036.1354,Superterran,Hot,Kepler-1180,F,295.88748,43.155995,15.081,6077,1.09,1.14,0,2.6121614,1.191071,2.7860449,1.5086266,2.6414242,4.3637892,3.4896488,0,0,0,0.26306851
Kepler-1351 b,0.208,0.65,0.91614077,0.49230769,0.75739645,0.0156,427.31762,1158.2103,1308.0165,Subterran,Hot,Kepler-1351,K,293.60843,42.197875,14.328,4439,0.7,0.67,-0.03,0.10399202,0.25841943,0.64027455,0.32732857,0.60703565,0.87069042,0.18052236,0,0,0,0.28038958
Kepler-1352 b,0.64,0.89,1.8778827,0.80797879,0.90784134,0.03,2035.9049,1711.1539,1932.4795,Terran,Hot,Kepler-1352,F,290.6938,48.701442,13.338,6118,1.11,1.16,0,1.8323144,0.99506453,2.3255446,1.2603607,2.204828,3.6548012,3.7670789,0,0,0,0.29238975
Kepler-1353 b,3.89,1.8,24.754397,1.2006173,0.6670096,0.153,10.366142,457.09239,516.21403,Superterran,Hot,Kepler-1353,K,295.73539,42.576232,15.734,4776,0.76,0.72,-0.06,0.24266101,0.38975481,0.95111609,0.49368378,0.90174246,1.3300371,0.33103807,0,0,0,0.3832859
Kepler-1354 b,9.11,2.97,76.613377,1.0327744,0.3477355,0.3521,16.168434,510.81859,,Neptunian,Hot,Kepler-1354,F,291.24513,37.759008,14.59,6168,1.16,1.24,0.03,2.004472,1.0375968,2.4224696,1.3142307,2.2967218,3.8226432,4.1657092,0,0,0,0.28347339
Kepler-135 b,3.93,1.81,6.00253,1.1995971,0.66276082,0.067,624.95737,1273.6858,1438.428,Superterran,Hot,Kepler-135,F,290.49509,38.795496,12.794,6090,1.25,1.27,-0.105,2.8054336,1.2333691,2.8841821,1.5622013,2.7344672,4.5223458,3.735159,0,0,0,0.26627266
Kepler-1350 c,3.64,1.73,1.7667891,1.2162117,0.70301254,0.0222,105.75333,816.90814,922.56937,Superterran,Hot,Kepler-1350,M,288.25061,46.679485,16.577,3827,0.55,0.53,-0.06,0.052119471,0.18580875,0.47437827,0.23535513,0.44974795,0.61640161,0.058209656,0,0,0,0.28083946
Kepler-1361 b,0.566,0.86,3.5755496,0.76527853,0.88985875,0.0431,196.80923,954.13774,1077.5486,Terran,Hot,Kepler-1361,K,283.56536,46.904228,14.096,5131,0.83,0.79,0,0.36559479,0.47055327,1.1319287,0.59602363,1.0731704,1.6325397,0.62734242,0,0,0,0.29802205
Kepler-1363 b,2.1,1.25,2.9419409,1.344,1.0752,0.0363,179.55055,932.49475,1053.1063,Terran,Hot,Kepler-1363,K,296.99649,49.256323,15.454,4839,0.76,0.72,-0.09,0.23659197,0.38380747,0.93409394,0.48615013,0.88560424,1.3132995,0.36887853,0,0,0,0.29632611
Kepler-1370 c,2.15,1.27,7.4414211,1.3330027,1.0496084,0.0767,487.98815,1197.2974,1352.1592,Terran,Hot,Kepler-1370,F,284.56569,41.778478,13.718,6202,1.19,1.29,0.05,2.8707806,1.2391713,2.8911417,1.5695456,2.7410657,4.5747121,4.4540315,0,0,0,0.29078074
Kepler-1374 b,5.86,2.29,10.652767,1.1174463,0.4879678,0.0918,50.852773,680.26538,768.25285,Superterran,Hot,Kepler-1374,G,291.34998,45.172252,15.991,5323,0.85,0.81,-0.13,0.42854852,0.50434112,1.2048309,0.63881808,1.1422887,1.7675177,0.87944007,0,0,0,0.26580437
Kepler-1441 b,2.27,1.31,39.441984,1.3227667,1.0097456,0.2346,38.401128,634.14081,716.1624,Terran,Hot,Kepler-1441,G,293.71912,43.124576,14.29,5802,1,1,0.01,2.113489,1.0894398,2.5650628,1.3799096,2.4319128,3.9252178,2.1140915,0,0,0,0.32211136
Kepler-119 b,12.6,3.6,2.422082,0.97222222,0.27006173,0.035,749.65926,1332.9556,,Neptunian,Hot,Kepler-119,G,295.94639,42.658832,14.375,5595,0.92,0.84,0.01,0.9183326,0.72701963,1.7216853,0.92086503,1.632314,2.5874011,1.4408097,0,0,0,0.18939865
Kepler-1190 b,2.33,1.33,10.458434,1.3172028,0.99037803,0.0845,26.259508,576.66203,651.24915,Terran,Hot,Kepler-1190,K,284.99966,49.479951,14.665,4730,0.76,0.72,-0.02,0.18749945,0.34326045,0.83932699,0.43479186,0.79575627,1.1691326,0.30588383,0,0,0,0.33716349
Kepler-1192 b,6.17,2.36,25.203479,1.1077995,0.46940656,0.1693,25.982808,575.1369,649.52675,Superterran,Hot,Kepler-1192,G,282.14056,43.896493,15.858,5438,0.86,0.83,-0.16,0.74473197,0.66063158,1.572132,0.8367793,1.4905236,2.3300421,1.0757293,0,0,0,0.28547793
Kepler-1197 b,2.1,1.25,2.0323184,1.344,1.0752,0.0283,269.41832,1032.0637,1165.5537,Terran,Hot,Kepler-1197,K,291.66934,42.590744,15.346,4708,0.78,0.72,0.06,0.21577444,0.36856439,0.90206733,0.46684329,0.85523955,1.2541912,0.29709973,0,0,0,0.29373927
Kepler-1199 b,1.6,1.15,15.04472,1.2098299,1.052026,0.1152,115.9031,835.84061,943.95063,Terran,Hot,Kepler-1199,G,293.72581,47.246922,13.173,5889,0.94,1.17,-0.27,1.5381546,0.92451966,2.1719552,1.1710152,2.0592111,3.3486038,2.4047983,0,0,0,0.30324187
Kepler-1364 b,5.27,2.15,13.321962,1.1400757,0.53026778,0.1284,375.72488,1121.5463,1266.6103,Superterran,Hot,Kepler-1364,F,295.15213,49.587618,13.196,6805,1.49,1.79,0.04,6.1944108,1.7582229,4.0653067,2.2269466,3.854284,6.7199148,13.527229,0,0,0,0.25076931
Kepler-1366 b,2.63,1.43,2.164571,1.2861265,0.89938913,0.0273,135.41747,868.99722,981.39581,Terran,Hot,Kepler-1366,K,285.06488,41.554846,16.685,4070,0.62,0.6,-0.02,0.10092529,0.25726132,0.64888984,0.32586156,0.61520109,0.857756,0.091969685,0,0,0,0.29211366
Kepler-141 b,0.257,0.69,3.107675,0.53980256,0.78232255,0.039,235.43487,997.85493,1126.9203,Subterran,Hot,Kepler-141,K,297.97073,47.731604,13.624,4910,1,0.79,0.264,0.35809644,0.47068895,1.1421616,0.59619797,1.0828713,1.6157113,0.45665325,0,0,0,0.28697797
Kepler-141 c,2.57,1.41,7.010606,1.2926915,0.91680249,0.067,79.771984,761.31136,859.78155,Terran,Hot,Kepler-141,K,297.97073,47.731604,13.624,4910,1,0.79,0.264,0.35809644,0.47068895,1.1421616,0.59619797,1.0828713,1.6157113,0.45665325,0,0,0,0.29998811
Kepler-1412 b,0.498,0.83,3.6146051,0.72289157,0.87095369,0.0461,1136.5751,1479.1058,1670.4176,Terran,Hot,Kepler-1412,G,292.18015,49.202481,13.347,5880,1.06,1.27,0.04,2.4154608,1.159187,2.7238609,1.4682499,2.5824679,4.1962733,2.4646558,0,0,0,0.29108657
Kepler-1414 b,2.04,1.23,3.5157632,1.3484037,1.0962632,0.0426,189.31316,944.91971,1067.1383,Terran,Hot,Kepler-1414,K,284.92858,42.422308,14.989,4951,0.8,0.75,-0.02,0.34355795,0.46016446,1.1147567,0.58286672,1.0568891,1.582573,0.45485613,0,0,0,0.29653356
